condition,claim,food,food_id,prep_state,rasa,guna,virya,vipaka,dosha_effect,prabhava,classical_entry,screen_rule,screen_saw,claim_ok,should_be,vaidya_notes
constipation,pathya,Ramdana (Amaranth),amaranth,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,bhavaprakasha,,,,,
constipation,pathya,Shakarkand (Sweet Potato),sweet_potato,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
constipation,pathya,Tila (Sesame Seeds),sesame_seeds_til,raw,sweet; bitter; astringent,guru; snigdha,heating,pungent,V-2 P+1 K+1,"Balya and Vata-hara, and the Kushtha caution that comes with it — Tila with milk is named Viruddha in the Kushtha Nidana (Charaka Chikitsa 7).",bhavaprakasha,,,,,
constipation,pathya,Tila Taila (Sesame Oil),sesame_oil,prepared,sweet; bitter; astringent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K+1,"Pitta-vardhaka despite a rasa set that is entirely Pitta-pacifying — the ushna virya governs here, which is why Tila Taila is the Vata oil and not the Pitta one.",bhavaprakasha,,,,,
constipation,pathya,Yavani (Ajwain),ajwain,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-2 P+1 K-2,Vata-anulomana and shula-prashamana — the classical carminative. It clears the Anaha through which its own katu-tikta rasa would aggravate Vata.,bhavaprakasha,,,,,
diabetes,apathya,Aluka (Potato),potato,cooked,sweet,guru; ruksha,cooling,sweet,V+2 P-1 K+1,"Vata-vardhaka despite madhura rasa and against shita virya, which would raise Vata anyway — Aluka is Vatala in the texts, the standard caution on the tuber, and the reason it is cooked with ajwain.",bhavaprakasha,,,,,
diabetes,apathya,Amra (Mango),mango,ripe,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Ripe Amra is Vrishya and Balya, and ushna despite a purely madhura rasa — the reason it is a summer fruit that nonetheless aggravates Pitta in quantity.",bhavaprakasha,,,,,
diabetes,apathya,Anjeera (Figs),figs,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
diabetes,apathya,Arbi (Colocasia),colocasia_arbi,cooked,sweet; astringent,guru; picchila,cooling,sweet,V+2 P-1 K+2,,bhavaprakasha,,,,,
diabetes,apathya,Chikoo (Sapota),chikoo_sapota,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
diabetes,apathya,Draksha (Grapes),grapes,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Phalottama — the texts call Draksha the best of fruits and give it in all three Doshas, which no other madhura, guru fruit here earns.",bhavaprakasha,,,,,
diabetes,apathya,Kadali (Banana),banana,ripe,sweet; astringent,guru; snigdha; picchila,cooling,sour,V-1 P+0 K+2,"Amla vipaka against a madhura-kashaya rasa — the classical exception for Kadali, and the reason banana with milk is named Viruddha.",bhavaprakasha,,,,,
diabetes,apathya,Kalinga (Watermelon),watermelon,ripe,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,"Mutrala — the diuretic action is why Kalinga is given in Grishma and in urinary heat, and why it is not simply a heavy sweet fruit.",bhavaprakasha,,,,,
diabetes,apathya,Kharjura (Dates),dates,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+2,"Brimhana and Balya — Kharjura is the classical convalescent fruit, given to rebuild after depletion where its guru guna would otherwise argue against it.",bhavaprakasha,,,,,
diabetes,apathya,Kushmanda (Pumpkin),pumpkin,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Medhya and Hridya — Kushmanda is the Rasayana gourd, given in mental and cardiac depletion, which is not an action any of its qualities predict.",bhavaprakasha,,,,,
diabetes,apathya,Oat Milk,oat_milk,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
diabetes,apathya,Palanki (Beetroot),beetroot,cooked,sweet,guru; snigdha,heating,sweet,V-1 P+1 K+1,,bhavaprakasha,,,,,
diabetes,apathya,Panasa (Jackfruit),jackfruit,cooked,sweet; astringent,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
diabetes,apathya,"Prithuka (Poha, Cooked)",poha,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
diabetes,apathya,"Prithuka (Rice Flakes, Dry)",rice_flakes,dry,sweet,guru; picchila,cooling,sweet,V-1 P-1 K+2,"Prithuka is guru and Kapha-vardhaka in Bhavaprakasha despite coming from laghu Shali — the flattening and drying change the dravya, so the dry flake and the cooked dish do not share a guna.",bhavaprakasha,,,,,
diabetes,apathya,Rava (Semolina),semolina_rava,cooked,sweet,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
diabetes,apathya,Sabudana (Tapioca Pearls),sabudana,cooked,sweet,guru; picchila; sthira,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
diabetes,apathya,Shakarkand (Sweet Potato),sweet_potato,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
diabetes,apathya,Shali (Basmati Rice),basmati_rice,cooked,sweet,laghu; snigdha; mridu,cooling,sweet,V-1 P-1 K+1,"Purana Shali — aged rice — is laghu where new rice is guru, which is why the texts specify the age.",bhavaprakasha,,,,,
diabetes,apathya,Upma,upma,cooked,sweet,guru; snigdha,heating,sweet,V-1 P+0 K+1,,no — extrapolated,,,,,
diabetes,apathya,White Rice,white_rice,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
diabetes,pathya,Amalaki (Amla),amla,ripe,sour; astringent; sweet,laghu; ruksha,cooling,sweet,V-1 P-2 K-1,Amla rasa with shita virya and madhura vipaka — the combination is unique to Amalaki and is why the one sour fruit in the pharmacopoeia is given freely in Pitta. Rasayana and tridoshaghna.,bhavaprakasha,,,,,
diabetes,pathya,Bajra (Pearl Millet),millet_bajra,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-2,"Ushna virya and Pitta-vardhaka against a madhura-kashaya rasa that would pacify Pitta by rule — the classical caution on Bajra, and why it is a winter grain and not a summer one.",bhavaprakasha,,,,,
diabetes,pathya,Black Beans,black_beans,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K-1,,no — extrapolated,,,,,
diabetes,pathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
diabetes,pathya,Brown Rice,brown_rice,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
diabetes,pathya,Cabbage,cabbage,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
diabetes,pathya,Cauliflower,cauliflower,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
diabetes,pathya,Chanaka (Chana Dal),chana_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Chanaka (Kabuli Chana),chhole,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Chanaka Churna (Besan),chickpea_flour_besan,dry,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Chia Seeds,chia_seeds,raw,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+0,,no — extrapolated,,,,,
diabetes,pathya,French Beans,french_beans,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,no — extrapolated,,,,,
diabetes,pathya,Gavar (Cluster Beans),cluster_beans_gavar,cooked,astringent; sweet; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Haridra (Turmeric),turmeric,prepared,bitter; pungent,ruksha; laghu,heating,pungent,V+0 P-1 K-2,,bhavaprakasha,,,,,
diabetes,pathya,Jambu (Jamun),jamun,ripe,astringent; sour; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-2,"The classical Prameha fruit — Jambu's Kapha-Meda reducing action is the one the texts single it out for, and the seed is used where the fruit is not.",bhavaprakasha,,,,,
diabetes,pathya,Jowar (Sorghum),millet_jowar,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-2,,bhavaprakasha,,,,,
diabetes,pathya,Kadali Kanda (Raw Banana),raw_banana,unripe,astringent; sweet,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Kalaya (Green Peas),green_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Karavellaka (Bitter Gourd),bitter_gourd_karela,cooked,bitter,laghu; ruksha,heating,pungent,V+1 P-1 K-2,"The Prameha vegetable — Karavellaka's sugar-reducing action is the one the texts single it out for, and it is ushna against a tikta rasa that would cool.",bhavaprakasha,,,,,
diabetes,pathya,Koshataki (Ridge Gourd),ridge_gourd,cooked,sweet; bitter,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Kuttu (Buckwheat),buckwheat,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-1,Ushna virya and Pitta-vardhaka against a rasa that would pacify Pitta — the reason Kuttu is a Vrata grain for cold months and sits badly in Grishma.,no — extrapolated,,,,,
diabetes,pathya,Methika (Fenugreek Seed),fenugreek_seeds_methi,prepared,bitter; pungent,laghu; snigdha,heating,pungent,V-1 P+1 K-2,Vata-kapha hara — the snigdha guna offsets the ruksha tendency its tikta-katu rasa would otherwise carry into Vata.,bhavaprakasha,,,,,
diabetes,pathya,Methika Patra (Fenugreek Leaves),methi_fenugreek_leaves,cooked,bitter; astringent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Deepana and Vata-hara despite a tikta-kashaya rasa that raises Vata by rule — the leaf is warming where the rasa is not, which is why Methi greens are a winter Shaka.",bhavaprakasha,,,,,
diabetes,pathya,Mudga (Sprouted Moong),sprouted_moong,sprouted,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Mudga (Whole Green Gram),moong_dal_green,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Mudga (Yellow Moong Dal),moong_dal_yellow,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+0 P-1 K-1,"Shreshtha among the Shimbi — the one legume the texts call tridoshaghna and prescribe in fever, in convalescence and to a weak Agni, where every other legume in this varga is withheld.",bhavaprakasha,,,,,
diabetes,pathya,Palakya (Palak),palak,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Palakya (Spinach),spinach,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Perukam (Guava),guava,ripe,sweet; sour; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Quinoa,quinoa,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,no — extrapolated,,,,,
diabetes,pathya,Rajamasha (Black-Eyed Peas),black_eyed_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Rajma (Kidney Beans),rajma,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
diabetes,pathya,Ramdana (Amaranth),amaranth,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,"Seva (Apple, Raw)",apple,raw,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
diabetes,pathya,Shigru (Drumstick / Moringa),drumstick_moringa,cooked,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Shothahara and Krimighna — Shigru is the anti-inflammatory Shaka, given in Amavata and in Shotha where a katu-tikta vegetable would otherwise be avoided for Vata.",bhavaprakasha,,,,,
diabetes,pathya,Tindora (Ivy Gourd),ivy_gourd_tindora,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
diabetes,pathya,Twak (Cinnamon),cinnamon_dalchini,prepared,pungent; bitter; sweet,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,,bhavaprakasha,,,,,
diabetes,pathya,Yava (Barley),barley,cooked,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+1 P-1 K-2,"Medohara and Kapha-hara despite madhura rasa — the textbook Prabhava, and the reason Yava is the grain prescribed in Sthaulya and Prameha while Shali is withheld.",bhavaprakasha,,,,,
fatty_liver,apathya,Coconut Cream,coconut_cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-2 K+2,,bhavaprakasha,,,,,
fatty_liver,apathya,Godhuma (Whole Wheat Roti),roti_whole_wheat,cooked,sweet,guru; snigdha; sthira,cooling,sweet,V-2 P-1 K+2,"Brimhana and Jivana — wheat builds tissue, which is the action that makes it Vata's staple and Kapha's burden at the same time.",bhavaprakasha,,,,,
fatty_liver,apathya,Godugdha (Cow's Milk),milk_full_fat,prepared,sweet,guru; snigdha; manda; picchila,cooling,sweet,V-2 P-2 K+2,Ojas-vardhaka and Rasayana — the action that makes milk a therapy rather than a food (Charaka Sutrasthana 27).,bhavaprakasha,,,,,
fatty_liver,apathya,Goghrita (Cow's Ghee),ghee_oil,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Vata-Pitta hara, Ojas-vardhaka.",bhavaprakasha,,,,,
fatty_liver,apathya,Goghrita (Cow's Ghee),ghee,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Ojas-vardhaka.,bhavaprakasha,,,,,
fatty_liver,apathya,Lassi (Sweetened Takra),lassi,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P-1 K+2,"Sweetening and thickening reverse Takra's action: sweet Lassi is guru and Kapha-vardhaka where the Takra it is made from is laghu and Kapha-hara. The preparation, not the milk, decides.",bhavaprakasha,,,,,
fatty_liver,apathya,Navanita (Fresh Butter),butter,prepared,sweet; astringent,guru; snigdha; mridu,cooling,sweet,V-2 P-1 K+1,"Fresh Navanita is deepana and grahi where aged butter is neither — the classical distinction, and why it is given in Arsha and Grahani.",bhavaprakasha,,,,,
fatty_liver,apathya,Paratha,paratha,cooked,sweet,guru; snigdha; sthira,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule. The preparation decides: sneha taken to griddle heat turns the virya ushna, which is Vidahi — the same reason fried food is the first Apathya named in Amlapitta.",no — extrapolated,,,,,
fatty_liver,apathya,Sabudana (Tapioca Pearls),sabudana,cooked,sweet,guru; picchila; sthira,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
fatty_liver,apathya,Santanika (Cream),cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-1 K+2,,bhavaprakasha,,,,,
fatty_liver,apathya,White Rice,white_rice,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
fatty_liver,pathya,Alabu (Bottle Gourd),bottle_gourd,cooked,sweet,laghu; snigdha; drava,cooling,sweet,V+0 P-2 K-1,"Laghu and Mutrala where a madhura, snigdha dravya would be neither — which is why Alabu is the gourd given in fever, in convalescence and to a weak Agni.",bhavaprakasha,,,,,
fatty_liver,pathya,Green Tea,green_tea,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
fatty_liver,pathya,Karavellaka (Bitter Gourd),bitter_gourd_karela,cooked,bitter,laghu; ruksha,heating,pungent,V+1 P-1 K-2,"The Prameha vegetable — Karavellaka's sugar-reducing action is the one the texts single it out for, and it is ushna against a tikta rasa that would cool.",bhavaprakasha,,,,,
fatty_liver,pathya,Koshataki (Ridge Gourd),ridge_gourd,cooked,sweet; bitter,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
fatty_liver,pathya,Mastu (Whey),whey,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Srotoshodhaka — it clears the channels, which is why the watery part of curd is given where curd itself blocks them.",bhavaprakasha,,,,,
fatty_liver,pathya,Mosambi (Sweet Lime),mosambi_sweet_lime,ripe,sweet; sour,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
fatty_liver,pathya,Takra (Buttermilk),buttermilk_chaas,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Grahi and deepana — the classical Grahani medicine, and the reason Takra is prescribed where Dadhi, made from the same milk, is withheld (Charaka Chikitsa 15).",bhavaprakasha,,,,,
grahani,pathya,Kadali Kanda (Raw Banana),raw_banana,unripe,astringent; sweet,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,indicated_in_grahani_but_ruksha_vata_raising,"ruksha and Vata-raising; defensible through Grahi action, but no Prabhava states it",,,
grahani,apathya,Black Beans,black_beans,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K-1,,no — extrapolated,,,,,
grahani,apathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
grahani,apathya,Brown Rice,brown_rice,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
grahani,apathya,Cabbage,cabbage,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
grahani,apathya,Cauliflower,cauliflower,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
grahani,apathya,Chanaka (Chana Dal),chana_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Chanaka (Kabuli Chana),chhole,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Chanaka Churna (Besan),chickpea_flour_besan,dry,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,French Beans,french_beans,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,no — extrapolated,,,,,
grahani,apathya,Gavar (Cluster Beans),cluster_beans_gavar,cooked,astringent; sweet; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Kalaya (Green Peas),green_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Kidney Beans,kidney_beans,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
grahani,apathya,Makka (Sweet Corn),corn,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K-1,"Ushna despite madhura rasa, and guru while ruksha — the combination that makes Makka hard on Vata and on a weak Agni both.",bhavaprakasha,,,,,
grahani,apathya,Makka (Sweet Corn),corn_sweet,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Mudga (Sprouted Moong),sprouted_moong,sprouted,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Nashpati (Pear),pear,ripe,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
grahani,apathya,Panasa (Jackfruit),jackfruit,cooked,sweet; astringent,guru; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
grahani,apathya,Perukam (Guava),guava,ripe,sweet; sour; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Rajamasha (Black-Eyed Peas),black_eyed_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
grahani,apathya,Rajma (Kidney Beans),rajma,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
grahani,apathya,"Seva (Apple, Raw)",apple,raw,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
grahani,apathya,Trapusha (Cucumber),cucumber,raw,sweet,guru; snigdha; drava,cooling,sweet,V+1 P-2 K+1,,bhavaprakasha,,,,,
grahani,pathya,Ardraka (Fresh Ginger),ginger,fresh,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K-2,Ardraka is guru and snigdha with katu vipaka where dried Shunthi is laghu with madhura vipaka. Fresh and dry are two dravyas and the texts prescribe them differently — this row and `ginger_dry_saunth` are that distinction.,bhavaprakasha,,,,,
grahani,pathya,Dadhi (Curd),curd_yogurt,prepared,sour; sweet,guru; snigdha; picchila,heating,sour,V-1 P+2 K+2,,bhavaprakasha,,,,,
grahani,pathya,Dadima (Pomegranate),pomegranate,ripe,sweet; sour; astringent,laghu; snigdha,cooling,sweet,V-1 P-1 K-1,"Tridoshaghna and Hridya — the sweet Dadima is one of the few fruits the texts give to all three Doshas, and the one prescribed in Grahani and in convalescence.",bhavaprakasha,,,,,
grahani,pathya,Daliya (Broken Wheat),daliya,cooked,sweet,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
grahani,pathya,Eranda-karkati (Papaya),papaya,ripe,sweet,guru; tikshna,heating,pungent,V-1 P+1 K-1,Deepana and Bhedana — the digestive and purgative action that makes papaya a medicine for a sluggish gut and a uterine stimulant in pregnancy. Both come from the same Prabhava.,bhavaprakasha,,,,,
grahani,pathya,Eranda-karkati (Raw Papaya),raw_papaya,unripe,astringent; bitter,laghu; tikshna; ruksha,heating,pungent,V+1 P+1 K-2,"Bhedana and a uterine stimulant — unripe papaya carries the action far more strongly than the ripe fruit, which is the whole basis of the pregnancy bar.",bhavaprakasha,,,,,
grahani,pathya,Garjara (Carrot),carrot,cooked,sweet; bitter,laghu; ruksha,heating,pungent,V-1 P+1 K-1,"Deepana and Grahi — Garjara is warming and binding, which is why it is a winter root and not the cooling one its madhura rasa suggests.",bhavaprakasha,,,,,
grahani,pathya,Jambu (Jamun),jamun,ripe,astringent; sour; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-2,"The classical Prameha fruit — Jambu's Kapha-Meda reducing action is the one the texts single it out for, and the seed is used where the fruit is not.",bhavaprakasha,,,,,
grahani,pathya,Jiraka (Cumin),cumin_jeera,prepared,pungent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Vata-anulomana. Katu rasa raises Vata by rule; Jiraka relieves it, by kindling Agni and clearing the Anaha through which Vata accumulates. Classically vata-kapha hara.",bhavaprakasha,,,,,
grahani,pathya,Masura (Masoor Dal),masoor_dal,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+0 K-1,"Grahi — it binds the stool, which is why Masura is given in loose motions and is the legume withheld in constipation.",bhavaprakasha,,,,,
grahani,pathya,Mishreya (Fennel),fennel_saunf,prepared,sweet; bitter; pungent,laghu; snigdha,heating,sweet,V-1 P-1 K+0,,bhavaprakasha,,,,,
grahani,pathya,Mudga (Yellow Moong Dal),moong_dal_yellow,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+0 P-1 K-1,"Shreshtha among the Shimbi — the one legume the texts call tridoshaghna and prescribe in fever, in convalescence and to a weak Agni, where every other legume in this varga is withheld.",bhavaprakasha,,,,,
grahani,pathya,Navanita (Fresh Butter),butter,prepared,sweet; astringent,guru; snigdha; mridu,cooling,sweet,V-2 P-1 K+1,"Fresh Navanita is deepana and grahi where aged butter is neither — the classical distinction, and why it is given in Arsha and Grahani.",bhavaprakasha,,,,,
grahani,pathya,"Prithuka (Poha, Cooked)",poha,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
grahani,pathya,Shali (Basmati Rice),basmati_rice,cooked,sweet,laghu; snigdha; mridu,cooling,sweet,V-1 P-1 K+1,"Purana Shali — aged rice — is laghu where new rice is guru, which is why the texts specify the age.",bhavaprakasha,,,,,
grahani,pathya,Shunthi (Dry Ginger),ginger_dry_saunth,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Madhura vipaka despite katu rasa — the classical exception for Shunthi, and the reason dry ginger nourishes where fresh Ardraka only stimulates. The same action makes it vata-hara where katu rasa alone would raise Vata.",bhavaprakasha,,,,,
grahani,pathya,Shunthi Kwatha (Ginger Tea),ginger_tea,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Made from Shunthi, and carries its exception: madhura vipaka despite katu rasa, and vata-hara where the rasa alone would raise Vata.",bhavaprakasha,,,,,
grahani,pathya,Takra (Buttermilk),buttermilk_chaas,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Grahi and deepana — the classical Grahani medicine, and the reason Takra is prescribed where Dadhi, made from the same milk, is withheld (Charaka Chikitsa 15).",bhavaprakasha,,,,,
grahani,pathya,White Rice,white_rice,cooked,sweet,laghu; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
grahani,pathya,Yavani (Ajwain),ajwain,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-2 P+1 K-2,Vata-anulomana and shula-prashamana — the classical carminative. It clears the Anaha through which its own katu-tikta rasa would aggravate Vata.,bhavaprakasha,,,,,
high_cholesterol,pathya,Akshota (Walnuts),walnuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-2 P+1 K+1,,bhavaprakasha,indicated_in_kapha_condition_but_kapha_building,"guru and Kapha-raising, with no Prabhava stating why it is given",,,
high_cholesterol,pathya,Hemp Seeds,hemp_seeds,raw,sweet; astringent,guru; snigdha,heating,sweet,V-1 P+1 K+1,,no — extrapolated,indicated_in_kapha_condition_but_kapha_building,"guru and Kapha-raising, with no Prabhava stating why it is given",,,
high_cholesterol,pathya,Oats Porridge,oats,cooked,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,indicated_in_kapha_condition_but_kapha_building,"guru and Kapha-raising, with no Prabhava stating why it is given",,,
high_cholesterol,pathya,Olive Oil,olive_oil,prepared,sweet; astringent,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,indicated_in_kapha_condition_but_kapha_building,"guru and Kapha-raising, with no Prabhava stating why it is given",,,
high_cholesterol,pathya,Sunflower Seeds,sunflower_seeds,raw,sweet,guru; snigdha,heating,sweet,V-1 P+1 K+1,,no — extrapolated,indicated_in_kapha_condition_but_kapha_building,"guru and Kapha-raising, with no Prabhava stating why it is given",,,
