condition,ayurvedic_name,kind,item,enforced_by_scan,modern_extrapolated,classical_ref,mechanism,item_ok,vaidya_notes
gout,Vatarakta,pathya,plenty of warm water,,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,red meat,yes,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,organ meat,yes,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,shellfish and prawns,yes,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,alcohol and beer,yes,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,urad dal (Masha),yes,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,curd (Dadhi),yes,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,excess salt,no,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,apathya,fermented and sour foods,no,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
heart_disease,Hridroga,pathya,Arjuna bark preparations,,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,garlic (Lasuna),,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,amla (Amalaki),,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,pomegranate (Dadima),,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,barley (Yava),,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,oats,,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,moong dal,,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,pathya,flax seeds (Atasi),,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,excess salt,no,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,deep-fried foods,yes,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,red meat,yes,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,"butter, cream and cheese",yes,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,alcohol,yes,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,very heavy meals,no,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
heart_disease,Hridroga,apathya,sleeping immediately after eating,no,,Charaka Chikitsa 26 (Trimarmiya — Hridroga); Sushruta Uttara 43,"Sodium, saturated fat and alcohol burden the Hridaya and the Rasavaha srotas.",,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,garlic (Lasuna),,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,amla,,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,guggulu-supported foods,,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,barley (Yava),,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,moong dal,,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,fenugreek (Methi),,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,cooked leafy greens,,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,pathya,flaxseeds,,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,fried foods,yes,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,vanaspati / dalda,yes,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,excess ghee and butter,yes,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,red meat,yes,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,cheese,yes,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,refined sugar,yes,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
high_cholesterol,Medoroga / Rasa-Meda Dushti,apathya,cold heavy foods,no,,Charaka Sutrasthana 21 (Ashtauninditiya); Ashtanga Hridayam Sutrasthana 14 (Medoroga),Fatty / fried / refined foods increase Meda-Rasa Dushti.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,garlic (Lasuna),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,amla,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,pomegranate (Dadima),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,cucumber,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,banana (Kadali),,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,celery,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,moong dal,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,pathya,barley,,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,excess salt,no,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,pickles,yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,processed foods,yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,red meat,yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,alcohol,yes,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,excess chilli,no,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hypertension,Rakta Gata Vata / Uchcha Rakta Chapa,apathya,heavy fried foods,no,,Charaka Chikitsa 28 (Vatavyadhi); Ashtanga Hridayam Chikitsa 20,High-sodium / heating — raises Rakta Chapa.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,cow's milk,,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,cow's ghee,,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,sweet ripe fruits,,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,fresh coconut,,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,almonds (Badama),,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,oats,,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,"cabbage, cauliflower and broccoli",,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,pathya,rice and other grounding grains,,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,apathya,strong coffee and black tea,yes,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,apathya,chilli and excess pungent spices,yes,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,apathya,alcohol,yes,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,apathya,seaweed and other concentrated iodine sources,yes,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,apathya,skipping meals,no,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hyperthyroidism,Atyagni / Bhasmaka with Galaganda,apathya,excess bitter and astringent foods,no,,Charaka Nidana 11 (Galaganda); Charaka Chikitsa 15 (Bhasmaka),Stimulants and concentrated iodine drive an already excessive Agni. Note this is the mirror of hypothyroidism: the goitrogenic brassicas restricted there are Pathya here.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,pathya,coconut oil,,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,pathya,pumpkin seeds,,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,pathya,ginger (Shunthi),,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,pathya,black pepper (Maricha),,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,pathya,guggul-supported foods,,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,pathya,iodine-rich seaweeds (if available),,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,apathya,"raw crucifers (cabbage, broccoli, cauliflower, kale)",no,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,apathya,soy in excess,no,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,apathya,gluten (if sensitive),no,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
hypothyroid,Galaganda / Kapha-Vata Vyadhi,apathya,refined sugar,no,,Charaka Nidana 11 (Galaganda); Sushruta Nidana 11,Goitrogenic raw crucifers / soy — Apathya in Galaganda.,,
ibs,Grahani / Atisara,pathya,bael fruit (Bilwa),,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,pomegranate (Dadima),,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,Peya (thin rice gruel),,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,Yavagu (thick gruel),,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,ginger tea,,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,moong dal soup (thin),,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,buttermilk (Takra) with ginger and rock salt,,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,pathya,cumin water (Jeeraka Jala),,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,raw vegetables,no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,"gas-forming foods (cabbage, broccoli, beans)",yes,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,"sour foods (curd, sour fruits)",no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,heavy dairy,no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,cold milk,no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,cold water,no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,fried foods,no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,incompatible food combinations (Viruddha Ahara),no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
ibs,Grahani / Atisara,apathya,eating before the previous meal is digested,no,,Charaka Chikitsa 15 (Grahani Chikitsa); Ashtanga Hridayam Nidana 8,Heavy / gas-forming — aggravate Grahani.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,pathya,old rice (Puranashali),,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,pathya,moong dal (very well cooked),,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,pathya,barley water (Yava Jala),,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,pathya,apple,,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,pathya,cooked cabbage (low potassium),,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,banana (high potassium),yes,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,tomato,yes,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,spinach in large amounts,no,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,excess protein,no,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,excess salt,no,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,pickle,no,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_disease,Mutraghata / Mutrakrichra / Vrikkavikara,apathya,sour fruits,no,,Charaka Chikitsa 26 (Mutraghata); Sushruta Nidana 3,High potassium/phosphorus — restrict in renal disease.,,
kidney_stones,Mutrashmari,pathya,horse gram (Kulattha) — the classical Ashmari dravya,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,barley (Yava),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,plenty of water throughout the day,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,tender coconut water,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,banana stem (Kadali Kanda),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,pomegranate (Dadima),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,Gokshura and Punarnava preparations,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,pathya,cucumber (Trapusha),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,spinach and other high-oxalate greens,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,tomato seeds,no,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,excess salt,no,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,red meat,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,beetroot,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,chocolate and cocoa,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,strong black tea,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
kidney_stones,Mutrashmari,apathya,excess nuts,no,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26 (Trimarmiya),High-oxalate and high-sodium foods feed stone formation in Mutrashmari.,,
long_covid,Post-viral Dhatu Kshaya with residual Ama (closest classical parallel: Jirna Jwara),pathya,warm easily digestible food,,yes,Extrapolated from Charaka Chikitsa 3 (Jwara — Jirna Jwara and Jwaramukti); no classical Nidana describes this entity directly,"Heavy, cold and fermented foods deepen residual Ama while Agni is still weak.",,
